timestamp,planner,seed,map,max_ticks,ticks_used,robots_requested,robots_spawned,dynamic_obstacles_requested,dynamic_obstacles_final,static_obstacles,total_obstacles_final,robots_completed,robots_failed,completion_rate,completion_success,collision_free,safe_success,safe_success_rate,makespan,average_completion_time,throughput,total_steps,completed_steps,average_steps_per_robot,average_steps_per_completed_robot,metrics_total_steps,total_collisions,total_conflicts,blocked_intents,actual_waits,total_replans,replan_rate,avg_blocked_ticks_per_robot,max_consecutive_blocked,q_table_path,q_states,q_epsilon,q_training,q_decisions,q_updates,q_wait_actions,q_yield_actions,q_replan_actions,metrics_collision_count,metrics_wait_count,metrics_replan_count
2026-06-30T06:43:40,prioritized,43,scenarios\warehouse-10-20-10-2-1.map,1000,178,10,10,10,0,4444,4444,10,0,1.0,True,True,True,1.0,178,151.7,0.056179775280898875,1515,1515,151.5,151.5,1515,0,2,2,2,1,0.0006600660066006601,0.2,1,,0,0.0,False,0,0,0,0,0,0,2,1
2026-06-30T06:43:40,prioritized,44,scenarios\warehouse-10-20-10-2-1.map,1000,182,10,10,10,0,4444,4444,10,0,1.0,True,True,True,1.0,182,153.1,0.054945054945054944,1527,1527,152.7,152.7,1527,0,4,4,4,2,0.0013097576948264572,0.4,1,,0,0.0,False,0,0,0,0,0,0,4,2
2026-06-30T06:43:40,prioritized,45,scenarios\warehouse-10-20-10-2-1.map,1000,204,10,10,10,0,4444,4444,10,0,1.0,True,True,True,1.0,204,162.2,0.049019607843137254,1622,1622,162.2,162.2,1622,0,0,0,0,0,0.0,0.0,0,,0,0.0,False,0,0,0,0,0,0,0,0
2026-06-30T06:43:40,prioritized,46,scenarios\warehouse-10-20-10-2-1.map,1000,177,10,10,10,0,4444,4444,10,0,1.0,True,True,True,1.0,177,154.5,0.05649717514124294,1543,1543,154.3,154.3,1543,0,2,2,2,1,0.0006480881399870382,0.2,1,,0,0.0,False,0,0,0,0,0,0,2,1
2026-06-30T06:43:46,prioritized,47,scenarios\warehouse-10-20-10-2-1.map,1000,1000,10,10,10,0,4444,4444,8,2,0.8,False,True,False,0.0,1000,157.25,0.008,1312,1258,131.2,157.25,1312,0,1946,1946,1946,648,0.49390243902439024,194.6,2,,0,0.0,False,0,0,0,0,0,0,1946,648
2026-06-30T06:43:46,prioritized,48,scenarios\warehouse-10-20-10-2-1.map,1000,178,10,10,10,0,4444,4444,10,0,1.0,True,True,True,1.0,178,160.1,0.056179775280898875,1601,1601,160.1,160.1,1601,0,0,0,0,0,0.0,0.0,0,,0,0.0,False,0,0,0,0,0,0,0,0
2026-06-30T06:43:46,prioritized,49,scenarios\warehouse-10-20-10-2-1.map,1000,193,10,10,10,0,4444,4444,10,0,1.0,True,True,True,1.0,193,158.8,0.05181347150259067,1582,1582,158.2,158.2,1582,0,6,6,6,3,0.0018963337547408343,0.6,1,,0,0.0,False,0,0,0,0,0,0,6,3
2026-06-30T06:43:47,prioritized,50,scenarios\warehouse-10-20-10-2-1.map,1000,194,10,10,10,0,4444,4444,10,0,1.0,True,True,True,1.0,194,166.1,0.05154639175257732,1659,1659,165.9,165.9,1659,0,2,2,2,1,0.0006027727546714888,0.2,1,,0,0.0,False,0,0,0,0,0,0,2,1
2026-06-30T06:43:47,prioritized,51,scenarios\warehouse-10-20-10-2-1.map,1000,191,10,10,10,0,4444,4444,10,0,1.0,True,True,True,1.0,191,155.4,0.05235602094240838,1550,1550,155.0,155.0,1550,0,4,4,4,2,0.0012903225806451613,0.4,1,,0,0.0,False,0,0,0,0,0,0,4,2
2026-06-30T06:43:47,prioritized,52,scenarios\warehouse-10-20-10-2-1.map,1000,193,10,10,10,0,4444,4444,10,0,1.0,True,True,True,1.0,193,160.0,0.05181347150259067,1598,1598,159.8,159.8,1598,0,2,2,2,1,0.0006257822277847309,0.2,1,,0,0.0,False,0,0,0,0,0,0,2,1
2026-06-30T06:43:48,prioritized,53,scenarios\warehouse-10-20-10-2-1.map,1000,175,10,10,10,0,4444,4444,10,0,1.0,True,True,True,1.0,175,151.2,0.05714285714285714,1510,1510,151.0,151.0,1510,0,2,2,2,1,0.0006622516556291391,0.2,1,,0,0.0,False,0,0,0,0,0,0,2,1
2026-06-30T06:43:48,prioritized,54,scenarios\warehouse-10-20-10-2-1.map,1000,195,10,10,10,0,4444,4444,10,0,1.0,True,True,True,1.0,195,156.0,0.05128205128205128,1560,1560,156.0,156.0,1560,0,0,0,0,0,0.0,0.0,0,,0,0.0,False,0,0,0,0,0,0,0,0
2026-06-30T06:43:48,prioritized,55,scenarios\warehouse-10-20-10-2-1.map,1000,197,10,10,10,0,4444,4444,10,0,1.0,True,True,True,1.0,197,161.4,0.050761421319796954,1614,1614,161.4,161.4,1614,0,0,0,0,0,0.0,0.0,0,,0,0.0,False,0,0,0,0,0,0,0,0
2026-06-30T06:43:49,prioritized,56,scenarios\warehouse-10-20-10-2-1.map,1000,186,10,10,10,0,4444,4444,10,0,1.0,True,True,True,1.0,186,167.8,0.053763440860215055,1676,1676,167.6,167.6,1676,0,2,2,2,1,0.0005966587112171838,0.2,1,,0,0.0,False,0,0,0,0,0,0,2,1
2026-06-30T06:43:49,prioritized,57,scenarios\warehouse-10-20-10-2-1.map,1000,172,10,10,10,0,4444,4444,10,0,1.0,True,True,True,1.0,172,150.6,0.05813953488372093,1504,1504,150.4,150.4,1504,0,2,2,2,1,0.0006648936170212766,0.2,1,,0,0.0,False,0,0,0,0,0,0,2,1
2026-06-30T06:43:49,prioritized,58,scenarios\warehouse-10-20-10-2-1.map,1000,176,10,10,10,0,4444,4444,10,0,1.0,True,True,True,1.0,176,154.8,0.056818181818181816,1546,1546,154.6,154.6,1546,0,2,2,2,1,0.000646830530401035,0.2,1,,0,0.0,False,0,0,0,0,0,0,2,1
2026-06-30T06:43:49,prioritized,59,scenarios\warehouse-10-20-10-2-1.map,1000,203,10,10,10,0,4444,4444,10,0,1.0,True,True,True,1.0,203,153.8,0.04926108374384237,1538,1538,153.8,153.8,1538,0,0,0,0,0,0.0,0.0,0,,0,0.0,False,0,0,0,0,0,0,0,0
2026-06-30T06:43:50,prioritized,60,scenarios\warehouse-10-20-10-2-1.map,1000,185,10,10,10,0,4444,4444,10,0,1.0,True,True,True,1.0,185,155.9,0.05405405405405406,1559,1559,155.9,155.9,1559,0,0,0,0,0,0.0,0.0,0,,0,0.0,False,0,0,0,0,0,0,0,0
2026-06-30T06:43:50,prioritized,61,scenarios\warehouse-10-20-10-2-1.map,1000,177,10,10,10,0,4444,4444,10,0,1.0,True,True,True,1.0,177,163.3,0.05649717514124294,1631,1631,163.1,163.1,1631,0,2,2,2,1,0.0006131207847946045,0.2,1,,0,0.0,False,0,0,0,0,0,0,2,1
2026-06-30T06:43:50,prioritized,62,scenarios\warehouse-10-20-10-2-1.map,1000,187,10,10,10,0,4444,4444,10,0,1.0,True,True,True,1.0,187,157.1,0.053475935828877004,1571,1571,157.1,157.1,1571,0,0,0,0,0,0.0,0.0,0,,0,0.0,False,0,0,0,0,0,0,0,0
2026-06-30T06:43:51,prioritized,33,scenarios\warehouse-10-20-10-2-1.map,1000,192,20,20,10,0,4444,4444,20,0,1.0,True,True,True,1.0,192,157.75,0.10416666666666667,3144,3144,157.2,157.2,3144,0,11,11,11,4,0.001272264631043257,0.55,2,,0,0.0,False,0,0,0,0,0,0,11,4
2026-06-30T06:43:51,prioritized,34,scenarios\warehouse-10-20-10-2-1.map,1000,187,20,20,10,0,4444,4444,20,0,1.0,True,True,True,1.0,187,155.55,0.10695187165775401,3111,3111,155.55,155.55,3111,0,0,0,0,0,0.0,0.0,0,,0,0.0,False,0,0,0,0,0,0,0,0
2026-06-30T06:43:52,prioritized,35,scenarios\warehouse-10-20-10-2-1.map,1000,198,20,20,10,0,4444,4444,20,0,1.0,True,False,False,0.0,198,168.1,0.10101010101010101,3354,3354,167.7,167.7,3354,1,8,8,8,4,0.0011926058437686344,0.4,2,,0,0.0,False,0,0,0,0,0,1,8,4
2026-06-30T06:43:52,prioritized,36,scenarios\warehouse-10-20-10-2-1.map,1000,191,20,20,10,0,4444,4444,20,0,1.0,True,True,True,1.0,191,154.3,0.10471204188481675,3081,3081,154.05,154.05,3081,0,5,5,5,2,0.0006491398896462187,0.25,2,,0,0.0,False,0,0,0,0,0,0,5,2
2026-06-30T06:43:52,prioritized,37,scenarios\warehouse-10-20-10-2-1.map,1000,200,20,20,10,0,4444,4444,20,0,1.0,True,True,True,1.0,200,161.05,0.1,3217,3217,160.85,160.85,3217,0,4,4,4,2,0.0006216972334473111,0.2,1,,0,0.0,False,0,0,0,0,0,0,4,2
2026-06-30T06:43:53,prioritized,38,scenarios\warehouse-10-20-10-2-1.map,1000,187,20,20,10,0,4444,4444,20,0,1.0,True,True,True,1.0,187,159.35,0.10695187165775401,3174,3174,158.7,158.7,3174,0,13,13,13,5,0.001575299306868305,0.65,2,,0,0.0,False,0,0,0,0,0,0,13,5
2026-06-30T06:43:58,prioritized,39,scenarios\warehouse-10-20-10-2-1.map,1000,1000,20,20,10,0,4444,4444,18,2,0.9,False,True,False,0.0,1000,158.38888888888889,0.018,2881,2849,144.05,158.27777777777777,2881,0,1970,1970,1970,657,0.2280458174245054,98.5,2,,0,0.0,False,0,0,0,0,0,0,1970,657
2026-06-30T06:43:58,prioritized,40,scenarios\warehouse-10-20-10-2-1.map,1000,186,20,20,10,0,4444,4444,20,0,1.0,True,True,True,1.0,186,159.8,0.10752688172043011,3171,3171,158.55,158.55,3171,0,26,26,24,10,0.00315357931251971,1.2,2,,0,0.0,False,0,0,0,0,0,0,24,10
2026-06-30T06:43:59,prioritized,41,scenarios\warehouse-10-20-10-2-1.map,1000,198,20,20,10,0,4444,4444,20,0,1.0,True,True,True,1.0,198,161.85,0.10101010101010101,3209,3209,160.45,160.45,3209,0,28,28,28,10,0.0031162355874104083,1.4,2,,0,0.0,False,0,0,0,0,0,0,28,10
2026-06-30T06:43:59,prioritized,42,scenarios\warehouse-10-20-10-2-1.map,1000,185,20,20,10,0,4444,4444,20,0,1.0,True,True,True,1.0,185,156.9,0.10810810810810811,3138,3138,156.9,156.9,3138,0,0,0,0,0,0.0,0.0,0,,0,0.0,False,0,0,0,0,0,0,0,0
2026-06-30T06:43:59,prioritized,43,scenarios\warehouse-10-20-10-2-1.map,1000,192,20,20,10,0,4444,4444,20,0,1.0,True,True,True,1.0,192,162.1,0.10416666666666667,3233,3233,161.65,161.65,3233,0,9,9,9,4,0.0012372409526755336,0.45,2,,0,0.0,False,0,0,0,0,0,0,9,4
2026-06-30T06:44:00,prioritized,44,scenarios\warehouse-10-20-10-2-1.map,1000,327,20,20,10,0,4444,4444,20,0,1.0,True,True,True,1.0,327,179.1,0.06116207951070336,3308,3308,165.4,165.4,3308,0,274,274,274,92,0.02781136638452237,13.7,2,,0,0.0,False,0,0,0,0,0,0,274,92
2026-06-30T06:44:00,prioritized,45,scenarios\warehouse-10-20-10-2-1.map,1000,196,20,20,10,0,4444,4444,20,0,1.0,True,True,True,1.0,196,152.0,0.10204081632653061,3040,3040,152.0,152.0,3040,0,0,0,0,0,0.0,0.0,0,,0,0.0,False,0,0,0,0,0,0,0,0
2026-06-30T06:44:01,prioritized,46,scenarios\warehouse-10-20-10-2-1.map,1000,325,20,20,10,0,4444,4444,20,0,1.0,True,True,True,1.0,325,178.45,0.06153846153846154,3251,3251,162.55,162.55,3251,0,318,318,318,106,0.032605352199323284,15.9,2,,0,0.0,False,0,0,0,0,0,0,318,106
2026-06-30T06:44:02,prioritized,47,scenarios\warehouse-10-20-10-2-1.map,1000,196,20,20,10,0,4444,4444,20,0,1.0,True,True,True,1.0,196,160.35,0.10204081632653061,3190,3190,159.5,159.5,3190,0,17,17,17,7,0.00219435736677116,0.85,2,,0,0.0,False,0,0,0,0,0,0,17,7
2026-06-30T06:44:02,prioritized,48,scenarios\warehouse-10-20-10-2-1.map,1000,189,20,20,10,0,4444,4444,20,0,1.0,True,True,True,1.0,189,162.95,0.10582010582010581,3238,3238,161.9,161.9,3238,0,21,21,21,8,0.0024706609017912293,1.05,2,,0,0.0,False,0,0,0,0,0,0,21,8
2026-06-30T06:44:02,prioritized,49,scenarios\warehouse-10-20-10-2-1.map,1000,195,20,20,10,0,4444,4444,20,0,1.0,True,True,True,1.0,195,160.65,0.10256410256410256,3207,3207,160.35,160.35,3207,0,6,6,6,3,0.0009354536950420954,0.3,1,,0,0.0,False,0,0,0,0,0,0,6,3
2026-06-30T06:44:02,prioritized,50,scenarios\warehouse-10-20-10-2-1.map,1000,187,20,20,10,0,4444,4444,20,0,1.0,True,False,False,0.0,187,161.7,0.10695187165775401,3201,3201,160.05,160.05,3201,2,33,33,33,18,0.005623242736644799,1.65,2,,0,0.0,False,0,0,0,0,0,2,33,18
2026-06-30T06:44:03,prioritized,51,scenarios\warehouse-10-20-10-2-1.map,1000,189,20,20,10,0,4444,4444,20,0,1.0,True,True,True,1.0,189,160.6,0.10582010582010581,3212,3212,160.6,160.6,3212,0,0,0,0,0,0.0,0.0,0,,0,0.0,False,0,0,0,0,0,0,0,0
2026-06-30T06:44:03,prioritized,52,scenarios\warehouse-10-20-10-2-1.map,1000,209,20,20,10,0,4444,4444,20,0,1.0,True,True,True,1.0,209,161.0,0.09569377990430622,3211,3211,160.55,160.55,3211,0,9,9,9,4,0.0012457178449081284,0.45,2,,0,0.0,False,0,0,0,0,0,0,9,4
2026-06-30T06:44:03,prioritized,53,scenarios\warehouse-10-20-10-2-1.map,1000,194,20,20,10,0,4444,4444,20,0,1.0,True,True,True,1.0,194,155.05,0.10309278350515463,3097,3097,154.85,154.85,3097,0,4,4,4,2,0.0006457862447529867,0.2,1,,0,0.0,False,0,0,0,0,0,0,4,2
2026-06-30T06:44:07,prioritized,54,scenarios\warehouse-10-20-10-2-1.map,1000,1000,20,20,10,0,4444,4444,18,2,0.9,False,True,False,0.0,1000,156.27777777777777,0.018,2858,2808,142.9,156.0,2858,0,1955,1955,1955,652,0.22813156053184044,97.75,2,,0,0.0,False,0,0,0,0,0,0,1955,652
2026-06-30T06:44:13,prioritized,55,scenarios\warehouse-10-20-10-2-1.map,1000,1000,20,20,10,0,4444,4444,18,2,0.9,False,True,False,0.0,1000,152.66666666666666,0.018,2762,2746,138.1,152.55555555555554,2762,0,1986,1986,1986,661,0.2393193338160753,99.3,2,,0,0.0,False,0,0,0,0,0,0,1986,661
2026-06-30T06:44:13,prioritized,56,scenarios\warehouse-10-20-10-2-1.map,1000,204,20,20,10,0,4444,4444,20,0,1.0,True,True,True,1.0,204,164.4,0.09803921568627451,3281,3281,164.05,164.05,3281,0,7,7,7,3,0.0009143553794574825,0.35,2,,0,0.0,False,0,0,0,0,0,0,7,3
2026-06-30T06:44:13,prioritized,57,scenarios\warehouse-10-20-10-2-1.map,1000,194,20,20,10,0,4444,4444,20,0,1.0,True,True,True,1.0,194,154.45,0.10309278350515463,3081,3081,154.05,154.05,3081,0,8,8,8,3,0.0009737098344693282,0.4,2,,0,0.0,False,0,0,0,0,0,0,8,3
2026-06-30T06:44:14,prioritized,58,scenarios\warehouse-10-20-10-2-1.map,1000,202,20,20,10,0,4444,4444,20,0,1.0,True,True,True,1.0,202,158.4,0.09900990099009901,3151,3151,157.55,157.55,3151,0,17,17,17,7,0.002221516978736909,0.85,2,,0,0.0,False,0,0,0,0,0,0,17,7
2026-06-30T06:44:14,prioritized,59,scenarios\warehouse-10-20-10-2-1.map,1000,217,20,20,10,0,4444,4444,20,0,1.0,True,True,True,1.0,217,159.65,0.09216589861751152,3181,3181,159.05,159.05,3181,0,12,12,12,5,0.0015718327569946558,0.6,2,,0,0.0,False,0,0,0,0,0,0,12,5
2026-06-30T06:44:14,prioritized,60,scenarios\warehouse-10-20-10-2-1.map,1000,191,20,20,10,0,4444,4444,20,0,1.0,True,True,True,1.0,191,160.95,0.10471204188481675,3216,3216,160.8,160.8,3216,0,3,3,3,1,0.0003109452736318408,0.15,2,,0,0.0,False,0,0,0,0,0,0,3,1
2026-06-30T06:44:14,prioritized,61,scenarios\warehouse-10-20-10-2-1.map,1000,191,20,20,10,0,4444,4444,20,0,1.0,True,False,False,0.0,191,164.4,0.10471204188481675,3274,3274,163.7,163.7,3274,1,14,14,14,8,0.002443494196701283,0.7,2,,0,0.0,False,0,0,0,0,0,1,14,8
2026-06-30T06:44:15,prioritized,62,scenarios\warehouse-10-20-10-2-1.map,1000,190,20,20,10,0,4444,4444,20,0,1.0,True,True,True,1.0,190,155.5,0.10526315789473684,3104,3104,155.2,155.2,3104,0,6,6,6,3,0.0009664948453608248,0.3,1,,0,0.0,False,0,0,0,0,0,0,6,3
2026-06-30T06:44:15,prioritized,33,scenarios\warehouse-10-20-10-2-1.map,1000,178,30,30,10,0,4444,4444,30,0,1.0,True,True,True,1.0,178,151.53333333333333,0.16853932584269662,4541,4541,151.36666666666667,151.36666666666667,4541,0,5,5,5,2,0.0004404316229905307,0.16666666666666666,2,,0,0.0,False,0,0,0,0,0,0,5,2
2026-06-30T06:44:15,prioritized,34,scenarios\warehouse-10-20-10-2-1.map,1000,192,30,30,10,0,4444,4444,30,0,1.0,True,True,True,1.0,192,157.0,0.15625,4690,4690,156.33333333333334,156.33333333333334,4690,0,20,20,20,8,0.0017057569296375266,0.6666666666666666,2,,0,0.0,False,0,0,0,0,0,0,20,8
2026-06-30T06:44:20,prioritized,35,scenarios\warehouse-10-20-10-2-1.map,1000,1000,30,30,10,0,4444,4444,28,2,0.9333333333333333,False,False,False,0.0,1000,167.07142857142858,0.028,4685,4665,156.16666666666666,166.60714285714286,4685,1,1993,1993,1993,665,0.14194236926360726,66.43333333333334,2,,0,0.0,False,0,0,0,0,0,1,1993,665
2026-06-30T06:44:21,prioritized,36,scenarios\warehouse-10-20-10-2-1.map,1000,191,30,30,10,0,4444,4444,30,0,1.0,True,True,True,1.0,191,156.73333333333332,0.15706806282722513,4674,4674,155.8,155.8,4674,0,28,28,28,9,0.0019255455712451862,0.9333333333333333,2,,0,0.0,False,0,0,0,0,0,0,28,9
2026-06-30T06:44:22,prioritized,37,scenarios\warehouse-10-20-10-2-1.map,1000,294,30,30,10,0,4444,4444,30,0,1.0,True,True,True,1.0,294,168.03333333333333,0.10204081632653061,4740,4740,158.0,158.0,4740,0,302,302,300,100,0.02109704641350211,10.0,2,,0,0.0,False,0,0,0,0,0,0,300,100
2026-06-30T06:44:23,prioritized,38,scenarios\warehouse-10-20-10-2-1.map,1000,191,30,30,10,0,4444,4444,30,0,1.0,True,True,True,1.0,191,155.4,0.15706806282722513,4632,4632,154.4,154.4,4632,0,32,32,28,12,0.0025906735751295338,0.9333333333333333,2,,0,0.0,False,0,0,0,0,0,0,28,12
2026-06-30T06:44:23,prioritized,39,scenarios\warehouse-10-20-10-2-1.map,1000,198,30,30,10,0,4444,4444,30,0,1.0,True,True,True,1.0,198,157.16666666666666,0.15151515151515152,4707,4707,156.9,156.9,4707,0,8,8,8,3,0.0006373486297004461,0.26666666666666666,2,,0,0.0,False,0,0,0,0,0,0,8,3
2026-06-30T06:44:24,prioritized,40,scenarios\warehouse-10-20-10-2-1.map,1000,220,30,30,10,0,4444,4444,30,0,1.0,True,False,False,0.0,220,163.4,0.13636363636363635,4878,4878,162.6,162.6,4878,1,24,24,24,12,0.0024600246002460025,0.8,2,,0,0.0,False,0,0,0,0,0,1,24,12
2026-06-30T06:44:25,prioritized,41,scenarios\warehouse-10-20-10-2-1.map,1000,321,30,30,10,0,4444,4444,30,0,1.0,True,False,False,0.0,321,175.73333333333332,0.09345794392523364,4926,4926,164.2,164.2,4926,1,346,346,346,122,0.02476654486398701,11.533333333333333,3,,0,0.0,False,0,0,0,0,0,1,346,122
2026-06-30T06:44:26,prioritized,42,scenarios\warehouse-10-20-10-2-1.map,1000,210,30,30,10,0,4444,4444,30,0,1.0,True,True,True,1.0,210,161.9,0.14285714285714285,4826,4826,160.86666666666667,160.86666666666667,4826,0,31,31,31,13,0.0026937422295897225,1.0333333333333334,2,,0,0.0,False,0,0,0,0,0,0,31,13
2026-06-30T06:44:32,prioritized,43,scenarios\warehouse-10-20-10-2-1.map,1000,1000,30,30,10,0,4444,4444,28,2,0.9333333333333333,False,True,False,0.0,1000,161.53571428571428,0.028,4530,4510,151.0,161.07142857142858,4530,0,1994,1994,1992,666,0.14701986754966886,66.4,2,,0,0.0,False,0,0,0,0,0,0,1992,666
2026-06-30T06:44:32,prioritized,44,scenarios\warehouse-10-20-10-2-1.map,1000,195,30,30,10,0,4444,4444,30,0,1.0,True,True,True,1.0,195,161.56666666666666,0.15384615384615385,4832,4832,161.06666666666666,161.06666666666666,4832,0,15,15,15,6,0.0012417218543046358,0.5,2,,0,0.0,False,0,0,0,0,0,0,15,6
2026-06-30T06:44:33,prioritized,45,scenarios\warehouse-10-20-10-2-1.map,1000,205,30,30,10,0,4444,4444,30,0,1.0,True,True,True,1.0,205,161.26666666666668,0.14634146341463414,4810,4810,160.33333333333334,160.33333333333334,4810,0,28,28,28,11,0.002286902286902287,0.9333333333333333,2,,0,0.0,False,0,0,0,0,0,0,28,11
2026-06-30T06:44:37,prioritized,46,scenarios\warehouse-10-20-10-2-1.map,1000,1000,30,30,10,0,4444,4444,28,2,0.9333333333333333,False,True,False,0.0,1000,179.0,0.028,4653,4645,155.1,165.89285714285714,4653,0,2359,2359,2359,787,0.16913819041478617,78.63333333333334,2,,0,0.0,False,0,0,0,0,0,0,2359,787
2026-06-30T06:44:38,prioritized,47,scenarios\warehouse-10-20-10-2-1.map,1000,201,30,30,10,0,4444,4444,30,0,1.0,True,True,True,1.0,201,163.56666666666666,0.14925373134328357,4882,4882,162.73333333333332,162.73333333333332,4882,0,25,25,25,10,0.0020483408439164277,0.8333333333333334,2,,0,0.0,False,0,0,0,0,0,0,25,10
2026-06-30T06:44:38,prioritized,48,scenarios\warehouse-10-20-10-2-1.map,1000,210,30,30,10,0,4444,4444,30,0,1.0,True,False,False,0.0,210,157.1,0.14285714285714285,4690,4690,156.33333333333334,156.33333333333334,4690,1,23,23,23,12,0.00255863539445629,0.7666666666666667,2,,0,0.0,False,0,0,0,0,0,1,23,12
2026-06-30T06:44:42,prioritized,49,scenarios\warehouse-10-20-10-2-1.map,1000,1000,30,30,10,0,4444,4444,28,2,0.9333333333333333,False,True,False,0.0,1000,164.46428571428572,0.028,4572,4538,152.4,162.07142857142858,4572,0,2033,2033,2033,676,0.14785651793525809,67.76666666666667,2,,0,0.0,False,0,0,0,0,0,0,2033,676
2026-06-30T06:44:42,prioritized,50,scenarios\warehouse-10-20-10-2-1.map,1000,195,30,30,10,0,4444,4444,30,0,1.0,True,True,True,1.0,195,152.7,0.15384615384615385,4561,4561,152.03333333333333,152.03333333333333,4561,0,22,22,18,8,0.0017540013155009867,0.6,2,,0,0.0,False,0,0,0,0,0,0,18,8
2026-06-30T06:44:43,prioritized,51,scenarios\warehouse-10-20-10-2-1.map,1000,221,30,30,10,0,4444,4444,30,0,1.0,True,True,True,1.0,221,161.8,0.13574660633484162,4838,4838,161.26666666666668,161.26666666666668,4838,0,16,16,16,7,0.0014468788755684168,0.5333333333333333,2,,0,0.0,False,0,0,0,0,0,0,16,7
2026-06-30T06:44:54,prioritized,52,scenarios\warehouse-10-20-10-2-1.map,1000,1000,30,30,10,0,4444,4444,28,2,0.9333333333333333,False,True,False,0.0,1000,172.64285714285714,0.028,4507,4493,150.23333333333332,160.46428571428572,4507,0,2327,2327,2327,775,0.17195473707566009,77.56666666666666,2,,0,0.0,False,0,0,0,0,0,0,2327,775
2026-06-30T06:44:55,prioritized,53,scenarios\warehouse-10-20-10-2-1.map,1000,193,30,30,10,0,4444,4444,30,0,1.0,True,True,True,1.0,193,156.0,0.15544041450777202,4663,4663,155.43333333333334,155.43333333333334,4663,0,17,17,17,7,0.0015011794981771391,0.5666666666666667,2,,0,0.0,False,0,0,0,0,0,0,17,7
